id	name	type	parentId
0x7F97AC4D	Accessory - BarBottle	Object	0x7FE6EE0D
0x7F736699	Accessory - BarBottle Nectar	Object	0x7FE6EE0D
0x7F83CAAE	Accessory - BarTray	Object	0x7FE6EE0D
0x7F67C389	Accessory - BarTray Nectar	Object	0x7FE6EE0D
0x7FB4389B	Accessory - BarTray Nectar	Object	0x7FE6EE0D
0x7F711E0D	Accessory - BarTumbler	Object	0x7F3C9675
0x7F7F04B0	Accessory - BarTumblerNectar	Object	0x7FE6EE0D
0x7FB5BD78	Accessory - BarTumblerNectar	Object	0x7FE6EE0D
0x7F7186CA	Accessory - Baseball	Object	0x7FE6EE0D
0x7F0A4124	Accessory - Basket	Object	
0x7F22B313	Accessory - Basketball	Object	
0x7F31434D	Accessory - Beach Bucket	Object	
0x7F32126F	Accessory - Beach Crab	Object	
0x7FBFB876	Accessory - Beach Shovel	Object	
0x7FC94E84	Accessory - Beach Sunscreen	Object	
0x7FC87934	Accessory - Bingo Cube	Object	
0x7F9CEF97	Accessory - Bingo Marker	Object	
0x7F57E778	Accessory - Bingo Number	Object	
0x7FF4EED6	Accessory - Binocular	Object	0x7FE6EE0D
0x7F8D3142	Accessory - Birthday - Horn	Object	
0x7F3089B5	Accessory - Birthday - NoiseMaker	Object	
0x7F1DB687	Accessory - Blue Ribbon	Object	0x7F18E0F0
0x7FAA5A15	Accessory - Blue Ribbon	Object	0x7FE6EE0D
0x7F4848E4	Accessory - Bottle Soap	Object	
0x7F7D5BEB	Accessory - Bowling Ball	Object	0x7FE6EE0D
0x7FEF553E	Accessory - Bracelet	Object	0x7FE6EE0D
0x7F34F2B0	Accessory - Bubble Blower Pillow	Object	0x7FE6EE0D
0x7FC16838	Accessory - Bubble Bottle	Object	
0x7FD3AE79	Accessory - Bubble Wand	Object	
0x7FE141B3	Accessory - Burglar Sack	Object	0x7FE6EE0D
0x7F80E60D	Accessory - Camera - Photo	Object	
0x7F876F91	Accessory - Camera - Photo - Vacation Snapshots	Object	
0x7F50D194	Accessory - Campfire Marshmallow Stick	Object	
0x7FAF4C07	Accessory - Candy Factory - Candies	Object	
0x7F5F3BC1	Accessory - Candy Factory - Spice Shaker	Object	
0x7FC9EF1A	Accessory - Card	Object	0x7FE6EE0D
0x7F4921CB	Accessory - Card Deck	Object	0x7FE6EE0D
0x7F7C7B62	Accessory - Card Effect Holder	Object	0x7FE6EE0D
0x7FF117CF	Accessory - Cardboard Grilled Cheese	Object	0x7FE6EE0D
0x7F9D078A	Accessory - Cash	Object	
0x7F0D49BA	Accessory - Cauldron Stirring Stick	Object	0x7FE6EE0D
0x7FE36B67	Accessory - CD	Object	0x7FE6EE0D
0x7F6FD522	Accessory - Cell Phone	Object	0x7FE6EE0D
0x7F8E16C4	Accessory - CleaningPlunger	Object	0x7FE6EE0D
0x7F393639	Accessory - CleaningSponge	Object	0x7FE6EE0D
0x7F5B4E4F	Accessory - CleaningToiletBrush	Object	0x7FE6EE0D
0x7F32E886	Accessory - Clipboard	Object	0x7FE6EE0D
0x7F865E77	Accessory - Clothes	Object	0x7FE6EE0D
0x7F8F7DBD	Accessory - CoffeeBag	Object	0x7FE6EE0D
0x7FECC780	Accessory - CoffeeMug	Object	0x7FE6EE0D
0x7F6930A3	Accessory - Collar Box	Object	0x7FE6EE0D
0x7F6050E1	Accessory - Contained Pet Toy Dog - Chew Toy	Object	0x7FE6EE0D
0x7FF2B8DE	Accessory - Cow Plant - Leg of Lamb	Object	
0x7F03F75D	Accessory - Crafting - Material	Object	
0x7FEF6D62	Accessory - CrumpleBottom - Knitting	Object	0x7FE6EE0D
0x7FA606ED	Accessory - CrumpleBottom - Purse	Object	0x7FE6EE0D
0x7F0DA0DE	Accessory - Crystal Ball	Object	0x7FE6EE0D
0x7F3BAFBA	Accessory - Cup Lemonade	Object	0x7F3C9675
0x7F5E76F2	Accessory - Cup Stick Buddy	Object	0x7FE6EE0D
0x7F00C26B	Accessory - Cutlass	Object	
0x7F05BA28	Accessory - Dandelion	Object	
0x7F8E9F2D	Accessory - Dart	Object	0x7FE6EE0D
0x7F195A19	Accessory - Digital Camera	Object	
0x7F921FC7	Accessory - Dining - Pad	Object	0x7FE6EE0D
0x7F5EFA05	Accessory - Dining - Under Construction	Object	0x7FE6EE0D
0x7FD72109	Accessory - Dining Tray	Object	0x7FE6EE0D
0x7F7E79B7	Accessory - Dining Tray Lid	Object	0x7FE6EE0D
0x7F9C469F	Accessory - Dollhouse - Doll	Object	0x7FE6EE0D
0x7F7FF0C4	Accessory - Drafting Table - Drawing	Object	0x7F18E0F0
0x7FEBEF70	Accessory - Drafting Table - Pencil	Object	0x7FE6EE0D
0x7FA0B913	Accessory - Dust Pan	Object	0x7FA3FCFE
0x7FD47795	Accessory - Dust Pan Brush	Object	0x7FE6EE0D
0x7FF36593	Accessory - Earings	Object	0x7FE6EE0D
0x7F139FAF	Accessory - Easel - Paintbrush	Object	0x7FE6EE0D
0x7F446D21	Accessory - Easel - Painting	Object	0x7F18E0F0
0x7F5E3962	Accessory - Easel - Palette	Object	0x7FE6EE0D
0x7FE140E8	Accessory - EP1 - Privacy Sign	Object	0x7FE6EE0D
0x7F978FF9	Accessory - EspressoCup	Object	0x7FE6EE0D
0x7FEE6BC0	Accessory - Exterminator Spray Can	Object	0x7FE6EE0D
0x7F4C8583	Accessory - Extinguisher	Object	0x7FE6EE0D
0x7F410778	Accessory - Family Board Game Centerpiece	Object	0x7FE6EE0D
0x7F4E3CCE	Accessory - Family Board Game Stick	Object	0x7FE6EE0D
0x7F756E26	Accessory - Female Glasses	Object	0x7FE6EE0D
0x7F67E708	Accessory - Fire Stick	Object	0x7FE6EE0D
0x7F27913D	Accessory - Fireplace Lighter	Object	0x7FE6EE0D
0x7F1283F2	Accessory - Fireplace Poker	Object	0x7FE6EE0D
0x7FEBA8E1	Accessory - Fish - Bag	Object	0x7FE6EE0D
0x7FC89B29	Accessory - Fish - Food	Object	0x7FE6EE0D
0x7F33544D	Accessory - Fish - Net	Object	0x7FE6EE0D
0x7F268EBA	Accessory - Fishing - Bass	Object	
0x7F3C15AC	Accessory - Fishing - Bass - Small	Object	
0x7F61A1F1	Accessory - Fishing - Boot	Object	
0x7F88EDF4	Accessory - Fishing - Catfish	Object	
0x7FC26FBA	Accessory - Fishing - Catfish - Small	Object	
0x7F84F359	Accessory - Fishing - Golden Trout	Object	
0x7FA4BFBE	Accessory - Fishing - Rainbow Trout	Object	
0x7F3194F1	Accessory - Fishing - Rainbow Trout - Small	Object	
0x7F05C8AF	Accessory - Fishing - Rod	Object	
0x7F2955EB	Accessory - Flashlight	Object	
0x7F8B7642	Accessory - Flowers - Watering Can	Object	
0x7FE72B7F	Accessory - Food - Brandy Bottle	Object	0x7FE6EE0D
0x7FAC6095	Accessory - Food - Ingredients	Object	0x7FE6EE0D
0x7FAA0FA6	Accessory - Food - Milk Carton	Object	0x7FE6EE0D
0x7F08D90D	Accessory - Food - Utensil - Butter Knife	Object	0x7FE6EE0D
0x7F8C1914	Accessory - Food - Utensil - Chopsticks	Object	0x7FE6EE0D
0x7F7427FA	Accessory - Food - Utensil - Cooking Knife	Object	0x7FE6EE0D
0x7F41FC53	Accessory - Food - Utensil - Fork	Object	
0x7FAFF565	Accessory - Food - Utensil - Spatula	Object	
0x7F00B9E6	Accessory - Food - Utensil - Spatula - BBQ	Object	
0x7FB77F39	Accessory - Food - Utensil - Spice Shaker	Object	0x7FE6EE0D
0x7F8C2820	Accessory - Food - Utensil - Spoon	Object	
0x7FEC7510	Accessory - Food - Utensil - Wooden Spoon	Object	
0x7F103A9D	Accessory - Football	Object	0x7FE6EE0D
0x7FD617AE	Accessory - Fruit Crate	Object	0x7FE6EE0D
0x7FE9B7FD	Accessory - Garden Fertilizer Bag	Object	
0x7F83D771	Accessory - Garden Hoe	Object	
0x7FC4895B	Accessory - Ghost Captain - Squeezebox	Object	0x7FE6EE0D
0x7F329A35	Accessory - Gift	Object	0x7FE6EE0D
0x7FD9B2E3	Accessory - Glass - Water	Object	0x7F3C9675
0x7F1E9062	Accessory - Glasses - Unisex	Object	0x7FE6EE0D
0x7F005D29	Accessory - Grilled Cheese	Object	
0x7F0BEC25	Accessory - Guitar	Object	0x7F449F3B
0x7F5AFB76	Accessory - Hairdryer	Object	0x7FE6EE0D
0x7F0A3B68	Accessory - Hammock Pillow	Object	
0x7F66EFEE	Accessory - Hand Mirror	Object	
0x7F9F1DF7	Accessory - Hand Mirror Large	Object	
0x7FC8436D	Handheld Game	Object	
0x7FD51C4C	Accessory - Headphones	Object	0x7FE6EE0D
0x7FC4BEB4	Accessory - Hedge Shears	Object	0x7FE6EE0D
0x7FCE54B6	Accessory - HotChocolateCan	Object	0x7FE6EE0D
0x7F308CA2	Accessory - Hourglass - Reaper	Object	0x7FE6EE0D
0x7F1B1DF5	Accessory - Hydroponic Garden - Plant	Object	
0x7FF3A292	Accessory - Hydroponic Garden - Pot	Object	
0x7FC507A1	Accessory - Hydroponic Garden - Seed Bag	Object	
0x7F5FB663	Accessory - HypnoWheel	Object	0x7FE6EE0D
0x7F692552	Accessory - Jar Lid	Object	
0x7F956E3A	Accessory - Juggling Ball	Object	0x7FE6EE0D
0x7F8A75A8	Accessory - Juice Cup	Object	
0x7F9027B5	Accessory - Juice Tray	Object	0x7F3C9675
0x7FF225FD	Accessory - Karaoke Mic	Object	
0x7FBB7C86	Accessory - Keg Cup	Object	0x7FE6EE0D
0x7FEF123D	Accessory - KickyBag	Object	
0x7F2C6606	Accessory - Lamp Shade Hat	Object	0x7FE6EE0D
0x7F69B0B6	Accessory - Litter Box - Bag	Object	0x7FE6EE0D
0x7F580CAF	Accessory - Litter Box - Scoop	Object	0x7FE6EE0D
0x7F0A629A	Accessory - Logic Puzzle	Object	
0x7FD3FAD2	Accessory - Lump o Clay	Object	0x7FE6EE0D
0x7F8C9454	Accessory - Mahjong Tile	Object	0x7FE6EE0D
0x7F65A4D2	Accessory - Mahjong Tiles - Communal	Object	0x7FE6EE0D
0x7F85F665	Accessory - Mahjong Tiles - Player	Object	0x7FE6EE0D
0x7F308DF2	Accessory - Marshmallow Single	Object	0x7FE6EE0D
0x7FDD3891	Accessory - Marshmallow Stick	Object	
0x7F6800F3	Accessory - Massage - Oil Bottle	Object	0x7FE6EE0D
0x7F949598	Accessory - Massage - Stone	Object	0x7FE6EE0D
0x7F54ABA5	Accessory - Megaphone	Object	0x7FE6EE0D
0x7FF4F32C	Accessory - Microphone	Object	
0x7F234D83	Accessory - Money Tree - Bill	Object	0x7FE6EE0D
0x7F8F80E8	Accessory - Mop	Object	0x7FE6EE0D
0x7F7FE058	Accessory - Mop Lover	Object	0x7FE6EE0D
0x7FB49F99	Accessory - Panhandle - Can	Object	0x7FE6EE0D
0x7FE2AFBA	Accessory - Panhandle - Sign	Object	0x7FE6EE0D
0x7F18CE04	Accessory - Pen	Object	0x7FE6EE0D
0x7F40696C	Accessory - Pet - Cat Treat	Object	0x7FE6EE0D
0x7FFB3CFE	Accessory - Pet - Dog Treat	Object	0x7FE6EE0D
0x7F78D2E1	Accessory - Pet - Toy Stick	Object	0x7FE6EE0D
0x7F0BB6A7	Accessory - Pet - Toy Wand	Object	0x7FE6EE0D
0x7F5F5C32	Accessory - Pet Food Box	Object	0x7FE6EE0D
0x7FF1A81D	Accessory - Phone Handset	Object	0x7FB208FA
0x7F89E287	Accessory - Phonebook Stack	Object	0x7FE6EE0D
0x7F003251	Accessory - Photo Booth - Photo	Object	
0x7F778EF4	Accessory - Pillow	Object	
0x7F9C259E	Accessory - Platter - Appetizer	Object	0x7FE6EE0D
0x7FD27F51	Accessory - Platter - Cheese	Object	0x7FE6EE0D
0x7F7F46A1	Accessory - Platter - Chips	Object	0x7FE6EE0D
0x7F8C461B	Accessory - Plumb Bob	Object	0x7FE6EE0D
0x7F427A5E	Accessory - Poker Chip	Object	0x7FE6EE0D
0x7FADCB3B	Accessory - Poker Chip Stack	Object	0x7FE6EE0D
0x7FE3A190	Accessory - Police - Handcuff	Object	0x7FE6EE0D
0x7F57992D	Accessory - Police - Handcuffs	Object	0x7FE6EE0D
0x7F54813E	Accessory - Police - Nightstick	Object	0x7FE6EE0D
0x7F5B1EFD	Accessory - Pool Cue	Object	
0x7F8BFA6E	Accessory - Pool Cup	Object	
0x7F17A33C	Accessory - Pool Xylophone	Object	
0x7F92E242	Accessory - Potty Chair Liner	Object	0x7FE6EE0D
0x7F294B5E	Accessory - Powder Puff	Object	
0x7F93FC92	Accessory - Prof Von Ball	Object	0x7FE6EE0D
0x7FA07E75	Accessory - Putting Green - Golf Ball	Object	0x7FE6EE0D
0x7F8F3DBF	Accessory - Putting Green - Golf Club	Object	0x7FE6EE0D
0x7FABC522	Accessory - Putting Green - Golf Club - Child	Object	0x7FE6EE0D
0x7F3A0DF7	Accessory - Rake	Object	0x7FE6EE0D
0x7F3EFDA2	Accessory - Reaper - Cell Phone	Object	0x7FE6EE0D
0x7F743748	Accessory - Reaper - Luggage	Object	0x7FE6EE0D
0x7FED2F6A	Accessory - Reaper - Scythe	Object	0x7FE6EE0D
0x7F26DF3B	Accessory - Reaper - Ticket	Object	0x7FE6EE0D
0x7F172610	Accessory - Reaper - Tiki Mug	Object	0x7FE6EE0D
0x7FEA9FA5	Accessory - Record	Object	0x7FE6EE0D
0x7F7AD1D3	Accessory - Remote Control	Object	0x7FE6EE0D
0x7F7B2722	Accessory - Repogun	Object	0x7FE6EE0D
0x7FD70673	Accessory - Report Card	Object	
0x7F812212	Accessory - Restaurant Menu	Object	0x7FE6EE0D
0x7F9B83D2	Accessory - Restorable Car - Buffer	Object	0x7FE6EE0D
0x7F79B41F	Accessory - Restorable Car - Spray	Object	0x7FE6EE0D
0x7F7D04CD	Accessory - Restorable Car - Wrench	Object	0x7FE6EE0D
0x7F932478	Accessory - Resurrectonomitron Handset	Object	
0x7F418E30	Accessory - Ring	Object	
0x7F59F24D	Accessory - Ring Box	Object	
0x7FB260A0	Accessory - Rod Humble Computer Delivery Box	Object	
